,Sentence,Label
2551,Şu an keşke lisede olsam da sabaha kadar batak oynasak yurtta,üzgün
2552,Tarkan'ın baba oluşuna çok sevindim. O nasıl bir haber veriştir. Her zaman çok tatlı. :),mutlu
2553,herkesi unflamak istiyorum sıkıldım artık,üzgün
2554,İçinizde öldürdüğünüz kişiyi karşınızda görmek çok korkutucu değil mi?,korku
2555,Dershaneye gitmedim okuldan geldiğimden beri uyuyorum mutluyum :d,mutlu
2556,Susmasam kendi sesimde delireceğim. ,kızgın
2557,Kredi kartının son kullanma tarihini sorduğumda en son dün kullandım diyen annemi üzdüğüm günler için pişmanım.,üzgün
2558,"Diziyi izlemiyorum, bu videoyu görünce hayret ettim rahatsız oldum. Merakla soruyorum genel olarak böyle şiddetçi erkeği sunan bi dizi mi?",surpriz
2559,"Çok güzel bir gün geçirdim. Çok güzel haberler aldım, sürpriz şeyler oldu. Hep böyle devam etsin Allah'ım ne olur",surpriz
2560,GS kadın voleybol baya iyi oynuyor şaşkınlık verici,surpriz
2561,Kabus görünce uyumaya korkuyorum ,korku
2562,Üzgünüm ama gayet mantıklı konuşuyorum. Sadece siz anlayamıyorsunuz.,üzgün
2563,Psikoloğa gitmem lazım ama korkuyorum. Ya birşeyim yoksa ya bu benim normal halimse?,korku
2564,En çok içimdeki çocuğu seviyorum,mutlu
2565,Üzgünüm ve artık bunun benimle de alakası kalmadı,üzgün
2566,Mutsuzum umutsuzum çare var mı yarına,üzgün
2567,Şunu zıpırı gördükçe sövüyorum bir rahat bırak topçuları. İtici oğlu itici.,kızgın
2568,Şaştım üç lisan biliyor okumuş çocuk borumu,surpriz
2569,Twitter'ımın sürekli kitlenip açılmasından bıktım artık ,üzgün
2570,Günaydın günden güne her şey daha iyi neden oluyor şaşırtıcı bir durum,surpriz
2571,An itibariyle o güzel tatiller o güzel atlara binip gittiler  ,mutlu
2572,"Öyle çok özledim ki biraz sohbetini, biraz sesini.",üzgün
2573,Korktum o nasıl bir bağırıştı,korku
2574,"Bülent Serttaş'ın mentionı beni çok üzdü ya, gördüğümden beri kalbim kırık.",üzgün
2575,"Komedi dükkanı, arkadaşım hoşgeldin, müdür ne'aptın. 10 senedir izliyorum. Çok tatlı büyülü bir adam ya",mutlu
2576,Beklemekten yıprandım. Hayatın bana biçtiği bir durum sanırım,üzgün
2577,"O değilde biz bu Bayerni bu oyun mantığıyla mı yenmeyi planlıyoruz çok endişe verici, tüylerim diken diken oldu",korku
2578,Bir müzik bütün modumu değiştirdi harika hissediyorum hayaller falan efsane. Herhangi bi şey bunu bozmadan neti kapatıp uyuyorum :D,mutlu
2579,Mısra aradı ağlıyor dedim niye ağlıyorsun çok korkmuş bir şey oldu diye bana bir şey olsa burada tivit mi atarım,korku
2580,İnsanların 4 yıldır sevgilisi var ya şoktayım,surpriz
2581,Nefret ve öfkeyle beslenen bu dünyada insanların sevgisi bile küfür gibi artık.,kızgın
2582,Gülhan Şen gibi giyinen kızlar çok hoşuma gidiyor çok sevimli..,mutlu
2583,"Babamla alışverişe çıkmak gibi bir çılgınlık yaptım, pişmanım",üzgün
2584,Sinema konusunda baya geride kalmışım hayret ettim,surpriz
2585,İki aydır aradığım kitabı en kazık fiyattan aldım. Ama çok sevinçliyim yine de.,mutlu
2586,Bir yerlereniz kalkmasın diye özledim demeye çekinir hale geldik.,üzgün
2587,Yaşasın. Sevgililer gününde sevgilim var.,mutlu
2588,Allahtan iğne fobim var yemediğim iğne kalmadı bu hafta,korku
2589,Yarın fef'e Haluk Levent geliyor ama ben hala inanamıyorum ,surpriz
2590,Stephan Hawking tam 4 gündür negatif basmamış noldu acaba endişelendim şimdi,korku
2591,Hava çok güzel ve ben çok mutluyum :) yalnız mutluluk havalardan değil ama :) günaydın,mutlu
2592,"Yok artık Merve, Edip hoca mı? Şok üstüne şok",surpriz
2593,Sen eşinin yanında bana niye bakıyorsun hadsiz diye bağırmak istemek,kızgın
2594,Arkadaşıma namaza gittiğine inanmıyorum resim at dedim attı şu an konuşuyoruz namazdayken nasıl yazıyor ben şok,surpriz
2595,Metroya biniyorum Allah'ım çok korkunç neden toplu taşıma fobim var ki,korku
2596,modüler aritmetik senden nefret ediyorum,kızgın
2597,Kobra geçiyor ve ben irkildim şuan Allah'ım sen koru yarabbim.,korku
2598,20 gün boyunca staj yok nasıl sevinçliyim anlatamam,mutlu
2599,Ay aşık olmaktan korktum bi an şu an dehşete kapıldım içim ürperdi niye böyle hissettim ki,korku
2600,Ben çok beğendim çok da güzel olmuş,mutlu
2601,Şarkılarında hep hüzün vardı. Aramızdan ayrılışında çok hüzünlü oldu. Allah makamını cennet eylesin. ,üzgün
2602,"Bizden olmazdı zaten, olur gibi olmasına hala şaşkınım ben",surpriz
2603,O kadar ders çalışıyorum nereye gidiyor bunlar çok merak ediyorum kafayı yiyeceğim,kızgın
2604,Doğum günümü tatlıcıda kutlayıp baklavaya mum diken vizyonsuz kardeşlerime teşekkürler,mutlu
2605,Hiç olmadığım kadar kızgınım hocaya ve takıma.,kızgın
2606,"Uyuyor musun, yok artık inanmam sen bizim gibi gecekuşusun",surpriz
2607,Konyaspor adına üzüldüm hakem rakip gibi davranıyor,üzgün
2608,Böyle erken kalkıyorsun üstüne bide mal mal saatin gelmesini bekliyorsun kafayı yiyeceğim,kızgın
2609,herkesi kandırmanı anlıyorum da kendini nasıl kandırıyosun hayret ediyorum gerçekten:(,surpriz
2610,"yıldım, yoruldum, tükendim, bunaldım, bıktım, bezdim, sıkıldım, tahammülsüzleştim, bunların tüm sebebi VİZELER",üzgün
2611,Allah belamı versin ki günün üç saati keyfim yerindeyse geri kalan yirmi bir saat sinir küpü oluyorum,kızgın
2612,Günaydın bugün ne kadar kötü bir gün ya oldukça hüzünlüyüm,üzgün
2613,Bugün hava çok güzel değil mi ya :),mutlu
2614,Mutlu olmanın ilk yolu taklidini yapmaktan geçer,mutlu
2615,Çok ciddi bi diyete başladım aşırı agresifim ve aşırı yalnız,kızgın
2616,Gene grip oldum bıktım ya,üzgün
2617,O değil de biz 5 ay nasıl beklemişiz? Sizi görünce böyle sabrımıza hayret ettim.,surpriz
2618,Ben annemden boşuna mı yemek yapmayı öğrendim gerizekalı,kızgın
2619,Satır satır orul orul küfürler yazmak istiyorum şu an buraya.,kızgın
2620,Ben seni ne ara bu kadar çok sevdim,mutlu
2621,2017 yılının nasıl yapsam da file çorabımı göstersem yılı olması bana bayağı sürpriz oldu.,surpriz
2622,Kaybolan kedime o kadar çok benziyor ki ağlıyorum şu an. ,üzgün
2623,Sanki ilkbahardayız öyle güzel bir hava.,mutlu
2624,Sabah yüksek performasnlı güzel bir konser dinledik yarışmacılardan.. Harika bir yarışma oluyor gerçekten..,mutlu
2625,Yükselen burcum akrepmiş şu an öğrendim şaşkınım,surpriz
2626,Bu Maçla ilgili konuşacak bir şey bulamıyorum resmen şoktayım.,surpriz
2627,"O kadar mutluyum ki vallahi, işimizi o kadar hakkıyla yapıyoruz ki böyle meyve veren ağacı taşlayanların olmaması imkansız :))",mutlu
2628,"Abimde burda olysadı keşke ya, özledim ",üzgün
2629,Coştuk bir kere tutabilene aşk olsun. 4 oldu,mutlu
2630,Ben onun o kıpkırmızı gözlerine aşık oldum.,mutlu
2631,Çok öfkeliyim her şeye herkesi bıçaklarım tam şu an,kızgın
2632,2017 oldu sevindiğimiz şeye bak amk elektriğin gelmesi ,mutlu
2633,"Adam istifa etti, alışkın olmadığımız için hayretler içindeyiz. Batı, ""olması gerekeni yapmış, niye bu kadar gündem oldu"" diye merak ediyor :)",surpriz
2634,Bu çoraplarla kendimi harika hissediyorum,mutlu
2635,"Kabusta rüya da aynı, ikiside geçiyor ömür gibi vakit gibi.",korku
2636,"Uzun zamandır alsel görmüyorum, özledim",üzgün
2637,Ölmekten korkmuyorum ama sevilmeden ölmek ürkütücü,korku
2638,Sebebini söylerim ama yine linç yemekten korkuyorum siz bulun daha iyi ,korku
2639,"Hayret ettik , bunca basitliği içinize nasıl sığdırdınız , bununla kalmayıp dillendirdiniz, yetmedi beğendiniz.",surpriz
2640,Gök gürültülüsünü seviyorum bana patronun kim olduğunu hatırlatıyor!,mutlu
2641,Sinirlenince cümle kuramamaktan nefret ediyorum,kızgın
2642,Ferhat'ı sedyede görence irkildim. ,korku
2643,Bugün hayat soldado nun hat-trick yapması kadar şaşırtıcı ama güzel.,surpriz
2644,Yağmurlu ve kapalı havalardan nefret ediyorum ,kızgın
2645,Staja gitmedim çok mutluyum.,mutlu
2646,İlk defa uğur kolay bir deneme hazırlamış ben şok ,surpriz
2647,Ben yokken gülemez demişsin ya en çokta ona güldüm,mutlu
2648,Saat 6 dan beri uyuyorum. Ama hala mutsuzum.,üzgün
2649,Hepimize format atacaklar diye çok korkuyorum,korku
2650,Hayret ettik takım neden pres yapmadı sizce ben anlam veremedim,surpriz
2651,daha fazla büyümek istemiyorum çok korkutucu,korku
2652,"Benim oğlum bugün bana sürpriz yaptı. TAKDİR BELGESİ getirmiş. 10 dk kriminal inceleme yaptım, gerçekmiş.",surpriz
2653,Bunlara inanan var hala. Şaşkınlık verici.,surpriz
2654,çocuklar gibi şendik festival çok eğlenceli geçti ,mutlu
2655,Bugün Fatih Istanbul'u fethedemeden bitirdik okulu hala hüzünlüyüm,üzgün
2656,Dün çok komik şeyler oldu :) o kadar çok takılmışız ki abime gel beni eve bırak demişim :))) sabah uyandım ben iptal :))),mutlu
2657,Yüz yılın trollünü yaptım çok mutluyum,mutlu
2658,N'olur şu moda son bulsun ödüm koptu hanımefendi,korku
2659,"Her zaman, karşı kıyı daha eğlenceli gelmiştir... ",mutlu
2660,"Vallahi bunaldım. İş, güç, bünyem kaldırmıyor, Allah şu an canımı alsa hiç itiraz etmem.",üzgün
2661,kan sırasında beklerken tekerlekli sandalyedeki yaşlı teyze öyle bir uyumuş ki öldü sandım ödüm koptu,korku
2662,ben ağlamaya gidiyorum. ,üzgün
2663,Şaşkınlık verici... Şampiyonlar liginde rakiplerine kök söktüren takımın bu kadar kötü oynamasını şaşkınlıkla izliyorum..,surpriz
2664,Sıkıldım yoruldum insanların ön plana çıkma istekleri istekleri çıkarları ... yıprandım,üzgün
2665,Bu çok güzel arkadaş yapmış beğendim hadi sizde beğenin ,mutlu
2666,19 liralık para üstünü bozuk para olarak veren garanti atmye kırgınım,üzgün
2667,Ah vizeler kara vizeler kabus gibi çöken vizeler,korku
2668,23 Nisan Neşe Doluyor İnsan ?? Kutlu mutlu olsun arkadaşlar ???? ,mutlu
2669,3 gün önceki bir gönderiyi görünce hayret ettim,surpriz
2670,Politikacı elitliğini asla kafam almıyor delireceğim.,kızgın
2671,Her gün sağ koltukta snep atan kız bugün atmadı çok endişelendim şu an,korku
2672,Ben sana çok kırgınım. Yine de çok özlüyorum.,üzgün
2673,"Keşke her baba kızına sahip çıkıcak kadar delikanlı olsaydı, bazılarının mayası bozuk.",üzgün
2674,6 yaşından beri moralim bozuk çünkü okula başladım,üzgün
2675,Seni seviyorum işte başka türlü nefes alamam,mutlu
2676,"Tae fancafe attı hemde fotoğraflı ama finger heart yapmış, ağlıyorum",üzgün
2677,ablam babam ben eğlendim geldim çok güldük ya hep böyle olsa,mutlu
2678,Kırgınım ama dönse yine hayır diyemem çünkü öyle.,üzgün
2679,Aklıma geldiğinde küfürler ettiklerim napıyolar acaba yaşıyorlar mı,kızgın
2680,Emir den medet umuyoruz arkadaş adam kafasında bitirmiş basketi. Şu adam nasıl oynuyor hayret ediyorum,surpriz
2681,Bize bu haksızlığı yapanların cehennemde yanacağına hiç şüphem yok ,kızgın
2682,Oyuncak uçak aldım aşırı mutluyum şu an,mutlu
2683,Saçma sapan konuşma lan fatih hocadan bahsederken,kızgın
2684,Evde tekim cin min korktum bir an ,korku
2685,nceliksoydan mükemmel ikili olduğumuzdan aksiyon filmi tadında hayatımız ¦ iyi mi kötü mü bilemedim gerçi D ,mutlu
2686,Merhaba tükendiğim günlere tekrar dönüş yaptım aşırı mutsuzum,üzgün
2687,Son bir saatte gördüğüm screenshotlar gerçekten hayret edici.. ,surpriz
2688,Samsuna dönünce yine efkarlı sözler atmaya başlıyacağım keşke bu gerçeğin farkında olmasam,üzgün
2689,Jetler İstanbulda alçaktan uçup ses duvarını aşarak patlama sesi yaratıyorlar. Fazlasıyla ürkütücü,korku
2690,Tatil başlamadan önce bu kez tatili faydalı geçiricem zamanı iyi değerlendiricem demiştim Yataktan 5 dk önce kalktım amk ,mutlu
2691,Belki ben çok endişelendim diye öyle düşünüyorumdur,korku
2692,Nişanlım dedi ve biz şok ,surpriz
2693,Bak gene durduk yere aklıma iktisat okuduğum geldi dertlendim,üzgün
2694,Pijamamın cebi ve yatağımın yanında üçlü priz olmasına rağmen mutsuzum yuh,üzgün
2695,Kalbim kırık ve ben çok yorgunum.,üzgün
2696,Kızgınım ama kendime gider diyenlere gidenleri savunduğuma kızgınım,kızgın
2697,Otobüste yolculuk yapsak kekimi sana veririm çünkü seni çok seviyorum,mutlu
2698,Çok sinirliyim örtmene hastayım diyip gitmeyeceğim derse amk ben matemetik öğrenmek istemiyorum,kızgın
2699,Bir anda bildirimler gelince şaşırdım meğer kandil mesajlarıymış ,surpriz
2700,Fındık kabuğunu doldurmayan meseleleri kafama takmaktan bıktım.,üzgün
2701,"Dünya'nın en ama en mükemmel, en samimi, en harika falcısı",mutlu
2702,Her fotoğrafım ifşa niteliğinde çünkü tipim normalde de komik,mutlu
2703,"Sanırım benim için en korkunç durum bu, kelimelerim tükendi",korku
2704,"Ders çalışınca canım sıkılıyor, çalışmayınca üzülüyorum ",üzgün
2705,Baktıkça o parmağı sallayışı aklıma geliyor. Harika hissediyorum :D,mutlu
2706,"Aaa ""lütfen"" demiş! Ben şok. Ne dediyse yapın, bak kıyamet alameti resmen!",surpriz
2707,Yemek yerken ve uyurken aşırı mutluyum gerisi sarmıyor,mutlu
2708,Anneni ağlarken görmek sevgilinin terketmesi dostlarından kazık yemek hayatımın özeti ,üzgün
2709,Sensizlikten ödüm koptu bir daha yapma,korku
2710,"Bu aralar fazla tahammülsüz ve sinirliyim, hayrolsun.",kızgın
2711,o kadar mutluyum ki bazen twet atmayı unutuyorum,mutlu
2712,"Gece saat 00.00dan sonra istemsizce mutsuz oluyorum elimden bir şey gelmiyor, son bir dakika üzgünüm",üzgün
2713,"390knın arasında bende varım sevinçliyim, ilk hafta satışlarına ilk defa tiffanyden sonra girebildim ",mutlu
2714,Ve o kitapları sevgili almışsa bundan daha mutluluk verici birşey yok,mutlu
2715,Senin de öğretmenler günün kutlu olsun nasihatleriyle hayat dersi veren Ramiz Karaeski. ,mutlu
2716,Dün 12'de yattım ve bugün 12'de kalktım. harika hissediyorum. :) akşam olsa da uyusam. :),mutlu
2717,Allah'ım etraf beyinsiz kaynıyor çıldıracağım ya,kızgın
2718,Ayrılcam ama küçüğüm diyor ciddi olamazsın,surpriz
2719,Harika ve gereksiz keyifli hissediyorum. Kesin bir bok olcak.. olsun lütfen çünkü bu kadar keyfe alışkın değilim..,mutlu
2720,Nefret ediyorum pazar günü çalışmaktan .,kızgın
2721,Havai fişek fabrikasında patlama: 2 ölü,korku
2722,"Aşk kadına sevmek adama yakışır dedi, büyümüşte küçülmüş şuna bak sen",mutlu
2723,Saatlerce saçmalayamadığın ve gıybet yapamadığın biriyle eğlenceli bir birliktelik yaşayamazsın,mutlu
2724,soruyorum sana adımı neden çaldın gerizekalı,kızgın
2725,"Çok güzel bakıyorsunuz birbirinize, çok iyi geliyorsunuz ??",mutlu
2726,Tatil o kadar uzun ve güzel ki hangi bölümde ne okuduğumu unuttum ?? ,mutlu
2727,Arabalarınızın koltuklarına maske koymayın sabah sabah ödüm koptu,korku
2728,Az önce gördüğüm manzaradan dolayı ikinci öğretimlere kızgınım.,kızgın
2729,Arkamdaki kız bir susmak bilmedi çıldırtacak beni ,kızgın
2730,Sivaslı olarak tabi ki keşkeği çok seviyorum,mutlu
2731,350 kms hızla giden trendeki sıfır sarsıntı hayret. ,surpriz
2732,istediğim iconu bulamıyorum çok sinirliyim,kızgın
2733,Ya ama bu çok tatlı iyi anlaşmaları hoşuma gitti ,mutlu
2734,senin gibi bankanın da müşteri temsilcisinin de Allah belasını versin kudurdum sinirden bak,kızgın
2735,Defol git gözüm görmesin seni,kızgın
2736,"Şu 'Kore dizisi ne ya' diyen insanlara sinir oluyorum Türk dizisi, hint dizisi nasıl oluyorsa Kore dizisi de öyle oluyor neden anlamak istemiyorsun",kızgın
2737,Sinirlendim ne çok sakat insan var ya,kızgın
2738,"Oruç zamanı ezan beklemek bile banka da sıra beklemekten kolay, bezdim..",üzgün
2739,Böyle güzel havalar moralim bozuk olduğunda boşa gitmiş gibi hissediyorum.,üzgün
2740,Saçlarımı kendim kesiyorum çünkü saç kestirme fobim var ,korku
2741,Sevgililer gününü seviyorum fakat sebebi sadece indirimler,mutlu
2742,Annem bornozlarımızı ütülüyormuş şu an şoka uğradım,surpriz
2743,Üzgünüm birazdan takipten çıkarıp hesabımı gizliye alıcağım daha fazla acı çekmeye gerek yok,üzgün
2744,İnstagramım çalındı sandım ödüm koptu ,korku
2745,Bir umuda sarılarak yaşıyorum ama aslında çok umutsuzum.,üzgün
2746,Oha kime yazdın sen bunu oğlum şaştım kaldım enfes yazmışsın ,surpriz
2747,Yastığımın altından siri konuştu çok korktum be,korku
2748,Yok ben bu şehirden nefret ediyorum insanlar saygısız,kızgın
2749,Çünkü tekrar yarım kalmaktan korkuyorum ,korku
2750,Canım benim :) ne güzel sürpriz oldu böyle :),surpriz
2751,"Ameliyat odası size de ürkütücü gelmiyor mu ya? Buz gibi oda, koca koca ışıklar.",korku
2752,"Müthiş film, her sahnesi ayrı güzel ",mutlu
2753,"Kadın var 'oha sen gerçek misin' dedirtiyor, kadın var 'panpa naber' diyesin geliyor!! ",surpriz
2754,Tüm Beşiktaşlıların Sevgililer Günü Kutlu Olsun.,mutlu
2755,Radyo dinlerken sinir küpü oldum,kızgın
2756,3 yaşındaki çocuk gibi konuşan kızlara sinir oluyorum ,kızgın
2757,Güzel bir haberi hemen paylaşmak istediğim insanlar bir mutluluğumla mutlu olan canım kardeşimler bir de kıskançlıktan gebersin kaşarlar ,mutlu
2758,Black friday ne amk bu yıl çıkardınız bu bokuda mal mısınız nesiniz.,kızgın
2759,Gizem yokken hiçbir şey yapasım gelmiyor ya çıldıracağım,kızgın
2760,Çalışan Gazeteciler Günü kutlu olsun ,mutlu
2761,histoloji labından nefret ediyorum,kızgın
2762,cinnet geçiriyorum iyice çıldırttılar beni ,kızgın
2763,Hiçbir zaman gitmeyen wifi noldu ay geldi yazarken ödüm koptu Allah'ım ay bayılacaktım,korku
2764,Forma numarasını görünce istemsizce irkildim ,korku
2765,Bu gece nedense enerjim yerinde neşem yerinde.Ben bile hayret ettim.,surpriz
2766,"Korece müziğe karşı herkes o kadar önyargılı ki, sinir oluyorum. Müzikte önemli olan dil değil; onun sana ne hissettirdiğidir, şunu bir anlatamadık... ",kızgın
